protein	035_Austin_F0hPC1_a_Slot1-86_1_2725	035_Austin_F0hPC2_a_Slot1-03_1_2726	035_Austin_F0hPC3_a_Slot1-15_1_2727	035_Austin_F0hPP1_a_Slot1-50_1_2722	035_Austin_F0hPP2_a_Slot1-62_1_2723	035_Austin_F0hPP3_a_Slot1-74_1_2724	035_Austin_F24hPC1_a_Slot1-63_1_2731	035_Austin_F24hPC2_a_Slot1-75_1_2732	035_Austin_F24hPC3_a_Slot1-87_1_2733	035_Austin_F24hPP3_a_Slot1-27_1_2728	035_Austin_F24hPP4_a_Slot1-39_1_2729	035_Austin_F24hPP5_a_Slot1-51_1_2730	035_Austin_M0hPC1_a_Slot1-37_1_2711	035_Austin_M0hPC1_b_Slot1-37_1_2752	035_Austin_M0hPC3_a_Slot1-49_1_2712	035_Austin_M0hPC3_b_Slot1-49_1_2753	035_Austin_M0hPC4_a_Slot1-61_1_2713	035_Austin_M0hPC4_b_Slot1-61_1_2754	035_Austin_M0hPP1_a_Slot1-01_1_2708	035_Austin_M0hPP1_b_Slot1-01_1_2749	035_Austin_M0hPP2_a_Slot1-13_1_2709	035_Austin_M0hPP2_b_Slot1-13_1_2750	035_Austin_M0hPP3_a_Slot1-25_1_2710	035_Austin_M0hPP3_b_Slot1-25_1_2751	035_Austin_M24hPC3_a_Slot1-14_1_2718	035_Austin_M24hPC4_a_Slot1-26_1_2719	035_Austin_M24hPC5_a_Slot1-38_1_2721	035_Austin_M24hPP1_a_Slot1-73_1_2715	035_Austin_M24hPP3_a_Slot1-85_1_2716	035_Austin_M24hPP5_a_Slot1-02_1_2717
P97393	57883.49409425601	54978.22931024596	67374.83990773125	53393.141571790155	51155.84942341035	58869.75802085769	65801.06971319394	59226.372177456746	70162.85206563998	66676.05522957617	74556.66052926768	60882.48396133117	43536.80630770435	44503.55186901027	55836.13412398418	59951.00105538083	62237.56404471752	57145.533391896446	60306.82746044289	62583.0702666009	48572.0028643581	50025.38145243433	61800.16941970746	62173.87706097411	52863.526904418395	55882.053086453016	45520.504373235424	62726.973468553566	51787.868294982785	59033.51015439556
P97412	0.0	0.0	7930.175852524102	0.0	2609.705092465348	1767.5480704106203	3516.80967290046	3088.8060427097084	0.0	4182.062485718624	2373.5397341271896	3151.7012743201217	5738.208076893761	3408.282056080454	0.0	3842.0203793955284	0.0	0.0	3177.092680840399	1768.760924480746	2581.1604355983036	0.0	0.0	4870.841156180241	0.0	0.0	0.0	0.0	19605.159791911512	0.0
P97429	527175.1478214664	383008.70249711594	485517.5673951016	476653.3227056028	526246.0852490071	445853.30483754474	721035.8739684082	608966.5055981022	486902.71176217304	550017.5260299952	520532.2827428341	544357.903453322	533274.8261447733	495417.1760352835	881047.3484671728	850155.4914405964	859950.4346650034	850628.5466579753	695092.7599629035	651430.8257630218	751111.9629189664	770488.9598479128	598051.9176399072	649887.0510537737	585692.5817475435	683090.9268407692	608633.3466080108	555186.8639332864	524624.8556834545	506236.84445124737
P97431	8160.374853011585	8581.866449794365	8835.892987586836	6867.502594108778	7906.611656195945	5531.044423943352	7875.197814221234	8138.218299026319	5954.16034171006	11161.066358359649	9233.778131621579	11351.963000337511	0.0	0.0	0.0	6116.014130855645	14324.00462310055	0.0	12003.042538956597	13345.714593128692	12002.61262800684	10929.791863003507	9593.090966611468	12629.55016273762	6692.787109491217	7230.31036835585	6623.564409658226	13843.449402125254	13897.655404449095	12724.622246303916
P97432	4499.438476976343	6645.00733808448	8540.07103037011	7198.42643778953	0.0	5523.031617819132	0.0	5643.792867318152	0.0	5609.814082922233	6238.167302092523	0.0	2694.9588417050722	0.0	6022.498640505996	6904.779728688529	8880.074764893729	5546.592493995597	4714.99948708715	4463.883713387185	3947.9435741502066	0.0	4850.807205907761	4554.339720938307	4945.58262320859	0.0	3463.890475885789	0.0	0.0	0.0
P97434	105722.41424504855	103691.37787828193	106625.32265349114	104184.52803344652	92111.19744689512	100310.64772959276	107247.45529941113	86537.41154472051	76842.62122930936	112132.7343510556	64211.95289795345	112538.95707315547	74837.03951566051	88882.80857353899	90501.17882198408	88500.02800809234	72334.17746757447	80314.99869040103	73330.0009585084	81570.51817613149	87091.39533053494	100385.79761776676	90900.95711341374	95981.50171352271	82725.4208008855	89772.4288968305	87954.00124774575	78998.60362414685	89878.96803574127	102517.81427025203
P97449	896744.6811209826	944539.6635091433	937635.7620796445	958428.0241204726	750316.903538585	686797.7030547116	871246.9685847043	953687.298422839	744266.6276347627	740463.7733463844	678692.934302805	705343.0512350164	1027751.1164922348	1057505.8498564041	922293.3657432212	784905.4511661268	838104.6840768127	821105.7075257783	685431.1547376526	738989.8492152537	659645.1322638053	786651.4074094648	731644.1024426302	771300.3787847697	1038651.131045812	842464.8625865736	815586.9396717525	728735.5318819399	812874.5439205079	797606.4720290721
P97450	179335.52967107244	150633.5978865313	151564.53617619842	216556.98365700504	165555.75329960705	164352.93365974096	115447.21055443378	91903.76339812615	122771.02272474635	222858.3361026977	162545.29918409963	182142.59851051407	108457.94999395563	90682.940336704	1335663.124965696	765681.4890619953	727202.3996837648	574545.5765608794	162171.5241295196	137377.21349639463	205591.79506990442	167842.02532839356	260917.90305659047	154387.17224341747	152682.94667580197	188396.9960079488	112021.31323820436	257976.90538640108	310389.14219919144	239637.05299214573
P97452	58382.528448326266	47452.48963913752	72412.70001257549	51417.96820910654	44784.53765117041	53545.92368401728	49819.31526024297	50459.3863222513	70857.99373552462	52769.59829048984	50023.6623014308	56910.88939533633	38724.49687634016	45812.0187108048	50423.6248936516	38350.689595581316	47709.0664999142	41552.57209148482	43157.711125721245	49161.62323935502	52375.69795994672	41099.88782814058	40229.95791038268	45611.1593311839	51119.79325381595	35416.68963936663	36138.99771958324	44676.40277143274	41153.35601181203	48091.60507112393
P97461	1163775.5450743837	1298754.0577724995	1129167.867051779	1248241.516555297	1360685.899650872	1230973.7391696428	1254515.5605535258	1222033.742990777	1201272.6259279673	1270910.0480258274	1258231.96280643	1142246.4713241688	1781814.9261919945	1894415.5867775998	2611212.716955692	2384202.2118232674	2280662.6959790634	2136944.8378726575	1090719.9377748764	1223690.4570406033	1716908.1827617686	1854207.0341363356	1873264.3119961275	1857673.6079758233	1208320.2696799159	1676198.0273881706	1687661.9707636537	1310563.4167084373	1590463.6358202286	1453120.4373188673
P97470	57982.13530826881	48960.219484314	88124.59138056569	43118.36930914753	51676.9167745139	50714.431597650444	64652.80522066245	70366.29703725646	81706.38540893226	57107.60648963833	65052.39049341228	57966.947580833556	68608.76827181391	68570.06580625013	57539.45489690374	56531.56166393966	61989.5099897967	79173.8158928428	62513.9126236181	68454.72264476097	73033.48636158353	65645.49552810847	67070.21705977619	84387.13026848894	69899.18971600088	65201.71368151681	69909.53113589057	70550.72797651975	63751.85717496502	45273.77098610074
P97471	0.0	4140.339485472979	3457.128889972133	3402.065950810298	5726.077278117874	0.0	4332.5613461911835	0.0	0.0	0.0	4223.353752239557	3206.910527162487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4173.23825932846	3967.0785630072733	2654.1034534411324	3091.4965838918138	2958.46116359873	3097.5782276871587	3175.7988909317587	2719.523723700443	3620.297097016423	0.0	0.0
P97473	0.0	3433.2621392729066	0.0	0.0	4967.506606917957	0.0	0.0	0.0	0.0	4186.117147898864	0.0	0.0	3876.9825449967366	0.0	0.0	0.0	0.0	9405.782205265974	0.0	3282.774570275153	5362.426232919926	3373.6654005658356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P97478	117486.33694292507	92199.34846691822	86038.90774659837	131143.25625527723	140191.50747719273	111351.82487004962	91966.37114385277	106505.2590099469	80726.5046479251	140966.20787423186	135738.2733370902	83167.61034449637	231786.08300817368	222263.78365854383	330672.22552456195	212491.99920392304	242769.79001776615	208756.19240695273	163118.22876446275	138726.1586261252	227341.3944372143	225216.57885283759	239824.05085677293	199996.25161224694	154133.8629013018	260559.60930905695	232884.43277005746	165823.36920345784	213220.8559829434	209510.31967616407
P97493	161760.46503439374	108949.57247036602	74667.45501343498	272685.75574766385	131461.73662390496	153094.1402892004	64187.110635884696	78133.25600523587	50490.9145132754	103290.45612463368	69758.22962953639	114432.87208158133	150122.6346495682	131280.45290795545	232271.399360525	134062.69368435998	174476.99247974803	110358.62019674653	115868.72179360589	67931.7849611239	146554.95710447046	145222.15518783117	168767.07339441477	108096.10155216734	142324.4071987051	169452.36361281402	101945.59385307827	168686.4346440702	228474.83253611624	303115.35119922063
P97494	1280312.0796490966	1030050.5312776644	1292689.547796647	832634.7174789245	1207349.8075237025	939798.51046961	1649544.1846306168	1366562.73433698	1105315.664857352	927768.7428927629	1171407.7837543536	1041607.0385940177	1256253.1991136565	1021022.7598349082	1560581.687052145	1654185.3851064495	1615185.2623097606	1921304.480634808	2142373.106349729	1953896.6806187069	1835151.8569574433	1738750.62810086	1495248.2294422716	1491431.4381349846	1547008.383274205	1655572.5871110125	1243412.0252794407	1640753.262954533	1475644.6021337681	1221249.6927614666
P97496	8854.827617716463	6650.543313034482	7209.988136644165	7105.051579003515	6145.580931317707	5458.370565411879	5894.21437772965	3589.7812640018215	4697.348909915905	5149.668471654178	6896.62540305665	5778.078537138604	7356.523406610618	4230.818874887624	6712.5875140208655	7606.8795243927125	7739.565212198399	0.0	5468.341686102537	3255.408672047349	4957.181808389585	0.0	5334.845811738577	5017.69674828673	0.0	0.0	4783.904788194074	6725.55058932532	4956.86316734828	5651.361622665993
P97499	5020.259369530665	9213.830837136342	12619.534049384885	7521.4021284603605	12668.103617643088	0.0	14292.273561468857	10212.703094970338	9947.574566980173	9973.739241532958	6957.785866123117	11282.979865681904	12724.617555002867	12575.067785338746	13233.005389262315	13760.001301198627	19031.028007258734	9487.437810079598	13104.911412082214	9416.01091825867	13818.851954082427	19114.247512706188	10984.848302220986	9239.022245304606	11527.755832567967	11965.939549702342	10110.13189708841	12021.776315762694	10636.730212096869	9038.850610835761
P97501	4318731.9992766855	6468836.081432651	4422658.625817392	5431157.248783594	8395803.591132054	10892604.208244223	3792142.0355535145	3637664.836368037	6687438.711511489	9386803.481690835	9956242.59991859	8805007.444340676	120954.55231506743	667804.6789226976	0.0	0.0	0.0	0.0	0.0	0.0	26822.235793125143	971070.3571936346	46203.218268841316	52813.32925485872	47452.16978823832	511867.72867906047	349316.55219241977	0.0	0.0	914220.0929826404
P97742	4345793.687048794	5973575.244766214	6382416.297767033	4127441.9550881786	4577735.186154599	4936001.151658764	5158994.416854771	5142081.648426307	4820161.605346455	4587127.675245912	5078912.5478632245	4953706.88229805	5007094.346233901	5248229.802952258	3222172.6795020136	3537258.564996439	2361355.9520680225	2568653.951997468	3813846.9666864756	3857081.052888952	4048685.6355334786	4255092.42960707	4104448.79231777	4201203.054911562	4880150.45534431	4204584.294181542	4827626.9255928295	4357120.336444928	5620750.760566979	4237149.8098736685
P97760	89939.47922146785	81780.463817953	105154.1973952876	86233.45481824415	100735.09483657846	81553.80634759375	74814.61092334749	86098.75104099647	87897.75563496859	117187.62151956017	60657.69563122167	59508.538934800235	73293.00270438282	82402.26071576323	67932.56242278227	86851.39296181721	73657.56173365927	87398.2175691926	71048.7968659266	86669.8409210112	73507.91087444036	75980.42917997393	81258.42724864275	89445.02207662328	99114.09669014339	107729.42816356909	83642.86516494521	101500.93566414324	82368.71716915499	101003.2317375615
P97765	60583.600051689216	49448.660959496214	59281.598822459084	73831.64661015401	63643.52710770502	60375.78771653413	55386.76041441685	73115.82452383563	61408.50962559463	49267.81793789083	51079.72573292697	65213.01657655876	47947.80091831851	51054.346795396894	61703.31671340471	74159.7533972276	62849.35273774984	82422.48252376162	73179.82658959775	83267.30324203805	66426.03485994854	60468.55885573415	64736.776386465026	62371.453537306515	60780.75545704316	43031.98349273971	48859.52735634294	70148.18785845207	76426.44491164087	67397.93216568924
P97770	28686.505628989293	36604.51134874815	47295.687955626054	33738.22370104434	37513.788650682	35066.91198469016	33666.03722975394	35350.963346707285	36058.28831468074	37483.48869996511	46594.12478460577	41291.727762515526	33254.75940629219	38449.656015649416	48071.86947781256	45754.392602774315	54726.63808071279	38919.23001732684	39062.874958258915	50175.21201807753	45893.825205702204	49194.52095703513	36564.95693538163	44779.34591607752	45164.86490439991	33824.40449339089	34963.95035342845	36864.281141967775	39067.230928723046	28724.89026194682
P97785	12076.665569846198	14271.84132494399	13835.372426921911	12219.19036514716	7629.694919530364	11414.01020556662	15117.30758201529	12161.537155940547	19201.457386932685	18284.178262710622	12851.291046596116	12587.501474255041	10213.291990082147	19423.15459335386	9995.791211992464	7564.1867621374795	15860.729406178241	0.0	9688.099040545032	9186.462454664008	8395.595627283927	11970.806700129	9031.459511334124	11358.44973631458	14202.962896376584	12006.91717556691	11835.951845105754	14022.997038191192	10598.272742547342	15283.634234407258
P97789	38659.030884397565	40498.342215720855	44357.86399311855	37120.93842968358	37675.74718960912	37096.96855442921	54774.30124962783	43176.13975896084	42227.5806185945	48848.5065176268	43099.23059894394	44259.36320339554	34054.848084665355	41553.86431192446	30811.09034900407	47019.0654583752	39718.077565618805	49026.49289451767	38769.983669219066	41804.67942065597	45849.619925256935	34094.301917031065	31172.65214231033	38092.41734795779	40336.83726780734	49589.80751415436	31999.69012211342	37772.35251846213	26973.33704532027	36454.19263735708
P97792	213303.83738380202	138159.32748830836	125638.14972249222	284828.4874332895	143317.10837813374	182108.18155436878	86747.97220022189	98523.85018725776	111908.25084877977	141044.1654289427	94844.6625555395	158376.2500736004	149209.46748010165	155525.45922831236	169712.37916413092	114539.42684078125	186661.73299979142	187068.4431913819	184772.9315063333	178051.41129394114	152972.16537689307	136605.9446740741	222055.31854450362	182590.9551949579	124920.8156288593	120496.32496101779	139572.5216496335	208040.10407908738	242171.71024720947	244280.83211338695
P97798	0.0	1984.1782272469075	2088.129278002385	0.0	0.0	0.0	2236.066320339162	2061.1158929201233	2077.541793716917	2391.6232832699334	0.0	0.0	0.0	0.0	1024.1400301901374	0.0	0.0	0.0	0.0	2769.834968491191	1992.0179015012025	0.0	0.0	0.0	1245.4054129961844	2110.2826546708843	2379.2492706349913	0.0	1645.1152232463758	0.0
P97801	22911.55028449724	16150.821335299204	8759.41872163503	19305.548777748794	10057.360145863197	16303.209215420327	13275.218403256016	18272.739706371784	9829.24559159028	14605.60402964581	11362.211608401807	15081.210481975597	12345.69473713901	14122.652622806329	39907.77868143075	54969.067835312824	48963.33237733739	66496.70739291498	21558.718815841847	19247.6119920337	14423.838515340403	15402.284623611262	17605.498798786808	19574.134395088764	15909.024490281412	14375.813784431975	12698.23726030249	22895.377983890092	14740.251570638999	16997.04421763946
P97807	8422096.852822239	7075261.1061927285	5401371.472702585	11815535.96677673	7627381.2187015675	9890707.044544585	6059955.881471234	5230959.346201411	6463190.403394956	8696027.528275613	7228693.848105593	9192696.926924167	6306605.6061525205	5284961.978747705	8508009.987432646	7595817.3605976645	8853094.292757219	8102132.190173736	8064751.21130578	7935021.612698998	7634957.489700762	7889663.026295672	7510568.2790748235	7587052.982968483	6218900.972847589	5761361.0839876775	5710003.136078337	10561073.56399445	10651925.820555251	11197880.482806949
P97819	47120.06760691653	33497.13067181291	62544.23325261692	25059.266418303978	37468.10232192432	31506.76783396142	47951.12421776335	58260.368707697264	39724.0828808369	50433.32343802253	50277.675083450675	33591.73218574295	61036.063435746815	54743.74267045448	77282.02940558377	49088.243427054025	63695.53402592053	39917.30017345279	53157.46006740725	48053.821301674696	41345.8456110865	46002.63172015889	44826.04708618541	33215.11621756198	56221.570381816986	53776.08310381805	59195.23408607972	59789.5725070768	37569.424704770514	39831.4910324195
P97821	267339.3095805563	180400.5580661291	126855.03630662731	801162.0673900108	476970.21047947055	492183.2879249492	136014.19707740372	117052.12231300779	177158.56085226365	452459.57943601336	399294.78514500277	741326.5192689185	154967.33476057948	162018.08418953916	143566.6326472399	141588.21984518305	45853.33343952713	39652.09393543605	256365.68109714155	270817.84415323584	242883.9407834949	214759.8630954312	277564.31442282384	240329.53572758308	131481.70471443256	119765.73882473675	184295.85325657242	429700.24409361795	555665.0515267248	626710.9884983187
P97822	26335.986636398735	17539.70127265542	26290.9884659766	19282.379528255322	24298.233620487754	29609.23428001227	34122.502237072295	32726.706294394335	37375.44708162694	39589.91326983334	41540.84086463246	27949.56521407862	9032.877120097572	15767.525223912264	27807.488561023856	34630.226981221196	24508.60524402766	28979.184232245574	22405.61176206758	26746.85568870463	16249.038483086846	17341.739164559927	24043.344399811896	22533.92475232852	0.0	12532.62316595565	22516.0485428673	21773.386576015222	20854.47148185934	24945.512221603934
P97823	490146.2647312763	574326.5201355121	510716.91320808267	549514.2255343396	683343.6968857351	548037.7496536094	778117.4154130272	761068.1791999411	512132.11199985555	561235.4057301844	710986.0327357637	578114.5750355466	844235.311733573	791296.6708588175	874715.1110935747	831125.0822403142	830888.7240711254	961257.6005510223	835427.8358475986	832869.0424720404	1319534.2531306841	1277056.8912175782	806909.3015358897	909657.0393964606	794512.7311277209	982189.6198138554	850165.7888052453	696422.7255528742	935413.1389571666	585729.464772365
P97825	0.0	0.0	0.0	3200.4072447349	0.0	2873.025631759216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2653.9659970581783	6036.127826556692	7155.8349483409065	6426.5978814045175	10289.88970367494	4151.279825979469	4771.882325424003	2888.287810576387	3469.829935746603	0.0	0.0	3269.8518983764807	0.0	0.0	0.0	3059.0010650489585	4507.093530522775
P97855	912991.7161991952	919047.228182609	984516.0252109384	1074430.3664068673	762932.7082213067	860412.306442591	834115.2398225013	959702.9667682232	891477.0842269905	991041.4398317112	896844.5105589748	905017.4530707406	723602.8649440026	742382.6372400189	905468.3760459299	871838.184635985	776631.2200709005	909134.1129593011	808104.6144419143	766875.093712006	770404.0197094118	775172.8897992818	821803.1437619869	858345.7415044938	750008.3692559311	805331.093429565	738846.3468179182	900469.9327712349	915000.7450393949	858055.5261683791
P97858	34388.03370765355	39570.54408553522	82174.41738371007	47035.888428701895	38276.27420208209	23927.59221736736	0.0	30941.2425939095	35043.5842154128	17658.813947892886	34592.14388893651	64835.249336233144	46853.01754931841	67093.44536580317	23497.023346835012	27505.675770787202	11217.05534200217	0.0	48881.06803010161	35467.564278023296	67678.12403513158	64432.14053463788	52383.486433331884	50463.48407210488	45278.928182972544	39977.44280757485	34397.415452276015	44539.08106187473	51223.80562217645	35805.58701469421
P97861	0.0	0.0	160824.39686916728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16697.821646122604	0.0	15094.64042584496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21777.97573764175	85635.10670501596
P97863	81687.14134365684	56450.32816513855	76580.61613052253	45410.3245985661	66241.01080315691	59788.06188413346	64935.159849554184	73546.86574444882	86203.45190536765	53602.78618482049	73511.64148778676	79536.66803200537	45417.62777441405	53406.04230105649	52249.05044072927	47432.641615049404	52574.7873062921	46076.10628101402	46962.95032697394	55175.32573403019	50443.379373709206	58861.86386397564	62407.6131548352	52101.82016072949	51433.44045694135	53553.07374906855	64955.71043010694	98287.46657534974	74583.82384209258	74001.66498581009
P97864	40965.05754009292	30665.33943356416	29378.296801030905	41001.0908630116	37179.99808080628	33552.11382233992	27442.330984320663	44133.89284341266	36639.55468473342	34816.64137807465	43400.49378230003	34000.37009913255	23510.590167168208	20280.125909302224	31998.01999983384	35577.39070193895	40177.96588594225	30599.71018253158	32816.099908839686	40067.69035401826	29322.605310989264	34506.320518487075	34357.41515819265	32891.48764331221	21592.728490935733	35895.02253500548	19034.736083792202	32486.69755662655	30811.69145401655	24603.64556853498
P97865	55692.43970292165	45681.310938136885	84358.68544666546	51240.153691815074	52267.02078646846	51725.65509918115	87824.6743372683	82404.5627278009	57747.57669893116	49634.7562116041	67834.15721619884	47721.66575012625	82350.64859882316	62574.042331086486	46811.878873675996	46806.43712432596	53677.647000492536	60434.74697991285	79923.94075862895	76719.9622081111	64569.268172250006	68294.77602501457	63262.02043720792	58013.62207545945	70277.69171336059	77169.84845453946	64391.87783079795	58632.11843612706	55129.35291376891	49620.850786200004
P97868	33278.94231751314	53453.522808696674	43216.12991882951	30058.99946771334	40976.67340215475	39201.782576568316	45531.62689999622	42466.60186216777	42474.42025431916	48680.603152021744	33696.43236772041	45314.46537576151	32734.75390668606	34828.526993593616	28970.13480294356	29469.84945005006	33452.17134047842	34047.02316089286	30005.79138817725	33097.58346879291	36463.85519553216	38259.48225406567	26724.339360901806	27282.450387024786	30989.000122668767	30509.766814140858	28438.54951273351	30243.853895282784	22021.726681982123	32182.41575912047
P97872	11814835.06549033	10035181.765087381	9926057.54199302	10738168.94322579	7784314.553006477	9275593.218784764	8750180.624394076	10124911.651678983	9208219.57958798	9923258.430734837	9418411.814208494	8450888.06952813	12067247.429673461	11907955.137465559	9124505.808521667	9069949.42447497	7743885.518188046	6703761.749031576	8240932.2865518425	8197047.672411341	8189015.318796233	8928301.137704847	9806383.245124435	10195590.325548736	9892989.49194693	8708925.429054081	10096372.204116102	9982975.296273967	9947120.873508442	10271471.97077518
P97930	35547.45696787217	42906.16847617191	64379.718689751884	27401.98759202696	51700.52601134916	45020.17493863486	59311.633523831915	38839.363723632196	41883.729957719464	33434.36053959008	84339.35997332596	38589.554705014794	55060.07925703444	50944.3194723878	47901.237851628786	46486.57500416523	48351.366508737214	45283.84258407017	37577.52799855279	36085.89319053033	71073.27005603875	66023.21716221295	37431.7560131294	38175.07734648002	41333.00118517448	42002.934569753284	51169.141820346274	27125.01660859383	47020.52265624367	34648.16469805995
P98064	21218.618987021728	9197.230511180165	26559.335336158543	31398.229119551852	15366.997003061348	22558.844352039006	9371.940098873834	15703.72155089893	19560.288228695754	17586.071375559277	11931.782811335084	12432.342544297642	22949.9157955421	29900.311483399517	24098.832202488462	23086.882956190806	27957.596274452608	27574.75564957972	15641.225076147759	26123.09380422139	11209.787651892824	16045.223240448458	20711.84289202152	20240.62674250653	15827.919368867462	28686.707136318357	19913.778340286583	21164.37872804876	17728.581499044743	27229.315554864832
P98083	38763.56756945528	42107.4894241842	31779.316587231166	33491.41097911757	33036.13582383372	35220.92147964234	42591.86109068798	31067.5722704992	35605.98827588858	29240.384937812516	29995.030298219335	34103.08787615627	37655.761266483954	28908.997029141243	49939.56769262878	46166.41265775977	48077.21856691519	49191.65137640341	48667.193664265906	36045.219033211484	45646.295146452256	34627.581234687255	36568.285967488504	35000.02735897679	37261.20242507939	40685.50169556628	33455.48236980388	39823.89539769652	22837.6041569722	34033.66113321492
P98156	0.0	0.0	10091.726236336595	0.0	0.0	0.0	5622.220391184153	4104.639577872726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P98192	60710.13224044857	65874.19851459128	74944.51671524899	48402.510004720556	75324.9410786017	60987.52591688837	57216.616972657765	67290.4555491798	59174.25812862188	63403.5161604314	61153.1835374671	41501.80413203978	85126.02617739364	96041.86698578243	50157.82209363571	55202.055152806795	61353.99926502895	53433.86987630386	52941.737886852905	47726.38208498956	60150.436459700744	61377.93362342351	72304.7118743668	68056.29513284152	92007.22904121937	71432.93519573896	59897.4245019058	48713.26619363868	55912.57517041016	40071.21120001064
P98195	20670.96804223972	14791.059552821462	14310.121146091456	21266.233281414028	20777.321179598097	17406.43695141836	24355.70021251446	10677.511649570173	17913.905935499977	14069.003857776239	14722.12160331909	14211.953220479041	20601.00305579738	18299.11277661409	20164.83917420097	13702.826059237384	21882.30481258787	17510.12406379599	17781.6277003242	13259.034089672712	13868.581025289306	8580.015271120847	16757.68545910993	15121.635660092179	15475.117650577531	13527.352833470788	15159.147463854368	20879.907016121175	18915.448310678483	18028.861372253195
P99024	2627915.53597441	1858309.7271237469	2273894.3554883692	2776398.0499893087	2161879.902552253	2317614.965513742	2876365.4530108734	2409394.7727626855	2336385.9709341465	2056603.2169501293	2298761.4312263518	2924547.209331768	2140725.7906151437	1809971.751123407	3442126.5960853547	2749626.1914241756	4095122.811047897	3592463.9793721894	3579507.712913465	2959282.8343026964	2429593.277773043	2211235.951703802	2646658.966738748	2483087.9893775084	2673343.94287529	2936264.738920841	2337614.530188031	3824203.3347671507	3130495.578479226	3338849.705475642
P99025	1482341.1614956704	1066122.9070535386	1081106.2240801302	1580400.5820345788	1230711.1828521825	1152799.2688512662	1514162.1951440275	1423631.497695903	1300508.2376729136	1081184.5389747908	1165114.9159568488	1195036.0310917427	962185.1264005998	732814.6695956744	1289401.7109424518	940894.6709081524	1048088.8123992952	901212.8793569728	1472861.2938745327	1379818.6953703298	1062360.7014983825	1132518.7051613466	1113070.3542189347	851474.8833191695	1216177.871199232	1023472.8421309137	1008701.6681702471	1942298.7197668669	1371589.555312847	1176695.8033079843
P99026	634670.383396426	438333.82164966577	675790.7102082894	733144.3596166008	441240.8042292592	409666.95853506157	675277.111706923	821913.3851311321	611549.6746079914	434808.60275223054	336209.1737965273	338764.6406153869	800445.3281603017	871759.667617825	1111139.7658443672	1038294.030471719	1264804.7490241828	1306105.805994284	733026.9481687342	619675.3598277413	592469.3120463629	525335.7927167399	701272.7824760182	644515.8406200535	781715.168352687	907096.8860355024	754761.8301010234	744033.1873361194	566764.4031445835	589680.56625525
P99027	1566335.0236132818	1460617.9094448145	1174005.8069383895	1312258.111897674	1333212.0281261692	1572240.7535654914	1145123.5928982245	1267320.7742751464	1462402.9644212585	1425136.4219519184	1164284.4052670265	1214700.9617774584	1138470.2886333007	1070481.8553729437	2486799.0083791814	1867158.6335835918	1848285.2777777421	1511134.6857657426	1168376.9183231338	1207763.4090717111	1348673.3449207814	1093936.2872611424	1320656.183608204	1284232.3464780676	1120511.9305217871	1368018.9234385903	1048479.5466319122	1557440.4024446297	1587550.7768862934	1748324.455341655
P99028	429249.7726053929	324789.9529543724	294775.0804976759	480973.0775972584	499231.16693349375	417532.2885334149	266588.48440258065	313163.0945996186	380491.54527609167	576344.2684883056	516412.1124663873	449959.2092756717	525945.552225571	446215.6854097825	1009285.4912527098	926479.6576198289	183052.23505314704	194364.0578476601	457525.9704657241	423092.94815768773	520388.7623225677	522498.8112900436	458353.15114559897	461487.05004758586	317652.17433489754	457115.2483093214	429452.9223999673	515205.21967702504	683247.0661247298	482928.2060434699
P99029	4432987.099330677	4246285.82852129	3434968.4478895036	4012599.8052825113	4600846.129641376	5034699.693739719	4394137.465144331	4160108.3728638715	3850963.9944156394	4820988.101143994	4483211.4574719565	4719943.778330174	5625643.6874376135	5569802.777415199	8639970.810704283	9585815.816272197	7926134.911565429	8173549.822825318	5988968.066526526	5088371.20305666	6398593.558764093	5736724.45213188	5040983.471377592	5260005.410292623	4822109.752324548	6588168.068352049	5514215.322928507	5609096.74736732	5873885.171136617	6431180.019142342
Q00422	6248.5038461891545	0.0	0.0	8856.337473301968	6123.930589791911	3722.3355245415487	0.0	0.0	1447.3356580301527	6297.747167990227	3172.002305735429	0.0	2070.4483906733303	0.0	0.0	3794.996987756489	0.0	4082.3590450292418	6288.699012112064	0.0	0.0	0.0	3013.137108672949	0.0	0.0	0.0	2418.5326362715264	3260.547995837901	4328.729382712828	6369.619686591224
Q00519	1315644.4481645026	1222417.797799194	1486649.3221557802	1455239.6769050483	1219882.2692480702	1249925.517136773	1583662.67865389	1482263.9027808558	1276119.4563398224	1135352.391592345	1409723.277131035	1334050.2386227192	1204829.5269373518	1183310.3228953169	1966070.9792054663	1903280.7480528627	2102150.2650461094	1973384.745299546	1311672.2718407065	1270425.956386761	1047583.1841947782	1212429.2239391506	1193818.807408413	1074654.380665277	1333651.2475658355	1478200.8290847142	1149560.3117524497	1249778.0760107846	1167311.2328432286	1270918.4046224523
